,HDFCBANK.NS,ICICIBANK.NS,SBIN.NS,KOTAKBANK.NS,AXISBANK.NS,TCS.NS,INFY.NS,WIPRO.NS,HCLTECH.NS,TECHM.NS,SUNPHARMA.NS,DRREDDY.NS,CIPLA.NS,DIVISLAB.NS,APOLLOHOSP.NS,^NSEI
2023-02-02,1580.6716911361136,843.6101738572047,502.95283781684213,1653.6635216331824,1065.712904532643,3476.934394951994,1632.6529645811595,451.6091834013458,1156.5755422517732,994.3580517173039,888.9697958901409,4322.779068240445,1057.3972478940816,3654.8932663995975,4456.878777512785,17597.700355143683
2023-02-03,1548.6902293395342,828.0591734757626,500.4103594661341,1621.8221944777747,1061.6517889452819,3474.2296710999813,1605.9870522167357,449.2423621152452,1149.841772393798,972.7841295597589,878.5952579200382,4350.957079285287,1076.78361672985,3596.164928893472,4489.82000123283,17423.23455530569
2023-02-06,1510.675949187054,824.4660379804388,506.3327540443373,1601.94733243414,1044.5875778339444,3446.3436617450466,1594.2470209716648,445.7702699275097,1148.239572268202,977.4272129438913,879.7285395873721,4287.775280287919,1060.4251729236867,3624.312922194868,4521.952227384028,17293.698949926922
2023-02-07,1499.4440848981462,828.1655660776701,516.5685496402346,1597.88208356112,1044.5875778339444,3461.7018729185274,1605.6353884348111,447.7881920935276,1157.9374976802424,973.9275257397862,868.8061449408519,4287.135936853624,1058.1361150048135,3577.349728112436,4509.736145872048,17281.154294733842
2023-02-08,1501.568445959282,811.5495489765574,523.3056431335225,1567.0424664402574,1044.5875778339444,3487.403252436457,1586.2873995969887,445.62443576563976,1147.2583538436795,968.8663860972301,911.7708416013619,4287.135936853624,1069.5226156935653,3699.2051292856736,4608.202051635946,17460.633658973453
2023-02-09,1462.5368540605427,825.3324351528128,529.6862096318089,1572.5371932348428,1029.8171366160323,3565.0117532228446,1605.7214398567114,454.9372312931752,1175.594085373554,976.3204787743496,890.4423430098783,4437.154501498823,1058.9524746058096,3632.921014815546,4500.560901706743,17507.22086080407
2023-02-10,1494.2823936023199,840.8463201709583,552.1168379184427,1581.2473926636064,1041.3204511411063,3649.1184593013636,1623.7538962607293,459.2716528011199,1203.9422116864037,991.9710136670205,886.4350942808359,4445.472762586663,1046.4230789672179,3585.412030299198,4505.437613626499,17748.730033801567
2023-02-13,1512.7998534466801,830.7027116124923,545.2769263602602,1584.8570889607254,1003.3162413134762,3663.40919552575,1624.1727410599049,461.431802032553,1211.2534018291371,989.6872110415563,883.9298841426582,4412.10642912688,1046.1959554071987,3632.241956010594,4573.268064450091,17702.437141628026
2023-02-14,1530.2277516818701,849.5012023463388,551.5241779260496,1575.850561576808,1010.9767438938643,3683.2923973588263,1600.6118223126866,471.38128263920225,1220.176360212417,1010.8069453850482,879.0295283666843,4452.254657825813,1051.718219627439,3686.7693961594373,4655.97360052898,17860.428503459076
2023-02-15,1502.8379023054094,837.9985005485571,540.7311358392582,1545.3084858114794,998.302111052493,3775.405211860465,1645.3917564327837,481.0742290085843,1211.379513890745,1031.8419589764187,879.0295283666843,4395.2278905715975,1033.1553519839106,3669.37029618676,4582.193202291955,17738.998352784463
2023-02-16,1471.4230589252188,822.2600254012317,544.181114760214,1532.5693120248932,1014.6824286428032,3709.718420686091,1634.509932120265,478.3362725818407,1202.0804174083212,1010.8434830843595,879.0295283666843,4503.370157422482,1047.775993970974,3719.78724292787,4668.806164214671,17770.15511050744
2023-02-17,1464.965521963002,815.6225341933018,544.181114760214,1513.6948329070694,1020.2924099654673,3716.981151024432,1624.546178035755,480.8721728784614,1219.9754234777117,1016.1647036720003,889.4385564597612,4556.26871655392,1062.3361503228377,3734.0914074020693,4640.947006994034,17896.193154637826
2023-02-20,1482.1265099221998,822.8613777778295,552.5145232841573,1507.1509274913724,1008.6735184176018,3793.8741299623957,1636.3983889463561,482.68310936388747,1224.7837172382335,1011.2551350934588,879.8431970074802,4552.211784242262,1054.712899347679,3734.573462179912,4629.020122078866,17861.62400834764
2023-02-21,1445.4502988334614,823.2143007921709,541.5532267489344,1500.4630693039144,1002.5049435279843,3732.790578682315,1632.6380064773296,477.6342718098638,1200.5220964264433,1003.50281044636,877.0758035923891,4612.038788498244,1054.399037007542,3729.314125239146,4759.037840214551,17710.321615187637
2023-02-22,1457.6314457879073,796.8823551781605,538.2563826717577,1507.8004729884497,983.3496199333664,3755.73434192917,1636.4507281559645,485.503636050734,1215.8781267169627,1012.7461812919779,874.6507703430779,4618.134330435149,1081.3509536856295,3761.2525758532643,4748.10493882953,17789.733008241117
2023-02-23,1436.4218618293835,794.6096742192643,533.2344478559082,1486.7557471546204,968.3422058708067,3687.2412951352003,1659.7769311957102,480.78668393649696,1227.1592869284573,997.5319198559265,904.0195296955616,4722.478658657448,1090.5914612361214,3808.25820292959,4783.029985269593,17848.452851354607
2023-02-24,1407.6204284655337,782.9042978019698,517.2261457379617,1485.1256956982832,966.557480835871,3720.7258885480783,1661.5593437083785,484.03933665841583,1253.5873708838717,1014.253683790933,890.7555585277647,4639.419946565782,1075.8795167210715,3804.9399718323057,4715.121654307752,17743.481064040414
2023-02-27,1394.1259707875581,767.912541946236,508.833933681919,1492.6790576974374,944.7498917127109,3711.885364612943,1674.5771977231138,488.0516345243192,1241.3808734383047,1017.3108712340382,882.1839268111598,4740.41841778057,1100.9769368281504,3793.84313456889,4692.5747061611055,17716.85192262145
2023-02-28,1393.180407849016,770.8120235604446,508.85270179512366,1507.4224694845188,960.5217469720161,3690.9911818440187,1662.339903576514,488.0516345243192,1241.6923998893071,1019.5700587796922,887.832445476106,4669.511507492851,1101.440884412622,3771.4304086627717,4694.965292145628,17677.2084764288
2023-03-01,1418.3901809453675,761.7899347511527,507.826290422314,1522.8920668446067,946.6648916921374,3812.586189091581,1688.013708591826,488.0516345243192,1269.3873002520372,1030.4786277842525,890.3441294382002,4682.895114594718,1087.8798061708767,3781.7202116318026,4697.198327253568,17851.119720499697
2023-03-02,1497.0177665579063,775.8818171900908,525.470941511849,1522.8920668446067,1005.7203592478884,3915.5540523945347,1700.9650922183669,500.3681657341348,1286.012591053628,1050.487250462224,885.8064231820662,4606.273306459618,1082.776343414712,3671.100198192245,4661.951302953027,18155.771225347995
2023-03-03,1523.7029412699012,777.0248003091277,531.0002094682214,1586.2611835979853,1019.0643963711423,3936.852655399806,1733.2394726292725,526.5304800579364,1326.3785991917887,1074.5102598065696,911.8182040179136,4640.782940851859,1096.4699092682872,3670.9147454150066,4713.637340713557,18615.439230372587
2023-03-06,1534.9404474309383,785.1619409297673,528.2403444633143,1588.613367387656,1019.9883318419395,3936.852655399806,1737.5312317352164,529.144412393986,1348.5581056547023,1096.1263050250832,879.7971052290802,4524.886690431327,1063.0426868937489,3608.1236449969956,4567.642794265768,18484.827965795423
2023-03-07,1516.8871810941707,758.075365779986,533.5735564335143,1564.3958478438021,1016.9671911137127,3936.852655399806,1694.7708228033189,521.6903944279513,1327.0398646228352,1078.5042479363328,896.1432637460846,4600.620525802142,1086.6472058158954,3750.7130188348556,4660.6948419145065,18454.98483072022
2023-03-08,1541.8206379270287,760.8761765402013,537.1829069475983,1550.7342871226306,1024.4976491479129,3877.9478867023936,1681.3926742898407,511.36853073001396,1304.753123990455,1083.0276552711828,900.0895267857627,4666.789542587246,1104.278620110681,3725.0658520381157,4623.955157021379,18395.564946380888
2023-03-09,1530.6185973293816,756.8052525613843,540.1049201713141,1545.822770531239,1024.7340162720873,3881.2552958012548,1676.3776559880596,518.6015489364918,1320.5626191961746,1095.6097600516234,903.5932925967903,4615.233200017099,1079.497135615298,3668.286494824964,4572.023026971934,18365.17531809236
2023-03-10,1523.8394772007503,740.5905589414705,544.7283288865092,1551.9960423412335,1030.212867878541,3938.6338008477614,1655.8714218586845,527.2233629876372,1328.3173155661675,1106.5982932143968,895.6755243856229,4706.234954839051,1083.3256791707672,3668.286494824964,4617.014824172954,18503.031801096466
2023-03-13,1571.017326686256,746.4714187515307,546.8355982140544,1565.1268858960952,1021.1050850982637,3833.8395262107692,1639.2804099142836,523.9781568348918,1327.1736296863662,1110.4273289927792,894.7181798262727,4718.87145186424,1083.250568780341,3668.286494824964,4640.969738395577,18521.47247990503
2023-03-14,1569.56170558998,751.1528156616505,534.6760847173582,1565.3582254204073,1001.9493773422108,3866.7252246674307,1639.2804099142836,533.0133722361461,1341.2471979788127,1125.9213671675955,894.8271658025444,4747.152675371271,1100.7242317388325,3854.300310898103,4765.402857013119,18630.78291347303
2023-03-15,1572.9470917801864,760.852258405819,536.7991577009124,1577.4617476458488,991.2812809868486,3844.227269676492,1639.2804099142836,530.9490414712103,1344.4512625511734,1127.5729086234992,902.3168124245624,4863.940301081489,1108.543029594859,3931.6150533968625,4882.177898188976,18810.135336956708
2023-03-16,1607.7003596438688,766.7451888130483,555.1143068367106,1583.6826847839131,989.422089224337,3832.0039217671283,1660.2373581508848,538.4383169309001,1353.9430020065772,1150.2811086133652,909.1493295167256,4954.968730172633,1111.1598208731364,3945.374966807474,4933.878920003204,19068.47322328017
2023-03-17,1595.1742560073249,768.275606778976,545.9303348410923,1594.3522665740104,996.8249911131305,3772.488597779257,1653.2066989230573,532.8305376474476,1352.5651040611651,1164.9603450164698,898.6277554019223,4910.557716118849,1087.0872114197532,3844.5040373523193,4887.508892703058,18884.641376070962
2023-03-20,1613.7002584954803,764.1378585133776,551.7906958535549,1590.8088331825877,1003.5070253012386,3840.388709267355,1669.6941689166522,549.3199380311024,1377.8970878135535,1200.1483477314962,893.6338324812428,4954.1544056265275,1102.7516180075884,3840.557507262824,4875.576286002588,19128.706579630703
2023-03-21,1599.3605974087573,763.4006618111956,549.4844459302498,1601.608320548036,991.0712979791123,3840.388709267355,1631.4798480989036,542.6199366340766,1395.5846291966416,1195.3482135919994,896.764036520022,4947.208455664364,1120.6263026035263,3903.471038275747,4914.342060173884,19122.43898469841
2023-03-22,1612.919362784587,772.4786904530407,541.8820825139347,1587.7083934302623,1008.1325016366776,3820.8285098571155,1644.1246435005698,559.6369270920482,1411.7759627029243,1195.3482135919994,893.5016071151518,4909.997416867466,1125.7528350726457,3840.7557230524394,4860.896060452852,19156.340226618304
2023-03-23,1594.3920039121892,788.2879128235019,546.3412136265803,1579.9191743742315,992.2880186401356,3831.721220383696,1617.371443058121,560.3727317378414,1411.472340694853,1168.0787284301703,882.6993632998187,4909.861420494071,1110.3659942312527,3916.810471596176,4893.315112841715,19083.0547141956
2023-03-24,1582.8894420649276,793.7178021593826,556.4112002609172,1546.7042428772766,977.6306502339285,3850.81670425569,1620.2737879011954,549.6016265796283,1431.7512597471155,1178.9249230324015,890.4832261746421,4994.062781062212,1105.1656556115015,3993.6168542526843,4982.9250976247395,19152.807047606155
2023-03-27,1605.661042991414,793.8455570248049,565.0304184387827,1562.1778979086496,978.7324660045174,3784.6597491668267,1587.6389189614767,549.5520132143013,1410.5381557577628,1147.088319253755,893.8520770306985,4990.081573034479,1121.5551075551941,3985.1022578810453,4943.960299807089,19111.365680801766
2023-03-28,1580.6998543928719,765.5353715047222,565.863428610008,1532.842522959252,964.0981903106249,3824.372697929667,1599.108381984181,568.8955973567607,1433.6492393423537,1164.2724144953218,898.666080252303,5009.194976904882,1140.997608771978,4076.3957508242547,5042.244736353027,19257.44131009957
2023-03-29,1555.7568699693554,767.2409802116688,572.3179101371095,1529.8268033842799,1006.6670933258714,3764.462133012914,1585.652377184456,561.7149119981748,1407.5939400927898,1136.3928185245438,884.8210754157902,4936.7667138599945,1127.7181511119697,4009.8676150829897,4927.165232930283,19064.093611725762
2023-03-30,1557.0630962559007,764.049703029554,574.4137024543794,1516.8583354158277,981.3083608963177,3722.7396198290257,1586.272448495163,558.8096405264621,1402.5439699027322,1120.7512591655895,923.9255354481874,5065.12903843705,1146.052326005776,4102.291933387167,5102.100979906564,19191.48866477758
2023-03-31,1541.1184390550338,742.78512729892,566.5023044955539,1498.7490996633503,944.3150465207366,3695.007315629893,1569.4486974021002,543.1566178271856,1375.5679718675483,1078.7433754251294,920.08399826903,5043.4926271108725,1139.7511844117284,4097.557114866739,5100.866769585539,18800.95519856816
2023-04-03,1524.3290408351754,735.5924532498334,559.1740847585372,1470.8079685308953,920.8022644897238,3654.4348305633303,1525.1459557064995,543.2354487142393,1371.381728305789,1074.4631498682968,936.6245041939272,5045.100596312018,1124.5155502000894,4097.87800557835,5111.471474256723,18584.32980858255
2023-04-04,1557.3016151843167,739.4720285346842,558.5497581467914,1465.2941663886509,937.3455652866545,3618.5085175691197,1547.2423205295286,547.3315738599831,1396.4106879238811,1080.8404807820475,943.5142973270722,5106.330831793916,1132.854837126583,3954.0748692229868,5078.900880791095,18700.54232716839
2023-04-05,1574.3774487650649,744.1273429630111,561.7144087347092,1467.004516221646,924.1217728543504,3628.442911038602,1579.307659192239,535.6917930997347,1415.0982012394854,1077.2439519707307,948.390294861479,5149.392635342968,1139.0147984590851,3884.7934871685347,5118.482319107233,18743.435011142094
2023-04-06,1576.8577891801654,733.875457329224,556.65426490816,1438.092521739892,913.7570907693757,3592.741137927195,1573.4105814959057,534.5367322219421,1406.3483986877177,1056.267291185405,925.1573217684464,5122.3004799476,1118.8355361153806,3823.319814702601,5015.247731543955,18449.55287400076
2023-04-07,1570.0636729711252,715.2237609280456,545.5892844456448,1434.6669220471429,912.3081345293627,3589.3724349743347,1574.8987919529957,541.5398383812334,1402.219134399064,1070.8327847494768,917.8071674403992,5122.848498381109,1115.5953535418669,3774.8672275565573,5074.821650789422,18366.752243401454
2023-04-10,1564.9022937136453,730.1916588786,561.8588675981683,1432.5410576253078,924.9471876180567,3621.0128168062447,1555.3328029980237,537.1210685805084,1412.003904971524,1087.349620593655,928.099708269279,5131.659498970378,1122.7680647472039,3777.352896777928,5169.172910054031,18497.76649207994
2023-04-11,1559.6080941040136,730.0310869300741,562.3214736677224,1423.8285636281064,933.7121578522923,3624.087465674431,1560.5552421360392,549.1175490745625,1423.17239126691,1106.1845653067942,947.0687266435004,5161.427979631058,1160.4621321992406,3784.8939618264712,5263.707952027466,18695.835947778432
2023-04-12,1578.9530898668277,722.8489037234683,578.1602345784391,1411.5879477095934,932.449401317974,3635.231627203078,1560.014254633464,550.7257277482329,1422.7108188914788,1117.824189907327,965.4262850656369,5229.241094205989,1188.8057557319707,3853.111711455111,5287.381597207134,18884.399008004377
2023-04-13,1588.5270045133568,727.7528123730622,572.8328797836978,1437.415379800567,943.6584161471912,3680.9348745028224,1572.5339986804083,560.9599150855329,1434.7950499869908,1116.9930381725353,981.6974590074244,5325.057178706592,1207.3443647608217,3905.2890857585185,5329.288542338544,19159.8997126262
2023-04-14,1617.9902462464556,743.6743371930976,584.7247681578186,1468.9547885007412,948.4186061557238,3697.281050768278,1592.2832111352602,564.9922911365001,1439.720920516947,1136.6410215013227,997.2530640239032,5391.954090454821,1212.6686641492583,3843.3351314499982,5283.713471513131,19406.358915860605
2023-04-17,1601.9741927681096,750.892519074271,588.2714631233092,1501.0942681360805,947.6489481248307,3711.644341215039,1611.9786527650565,568.2963869050328,1427.9397990424754,1129.1614694367167,995.421176141303,5383.742660705555,1195.8508442406826,3722.819797505596,5173.410393524934,19371.73701237728
2023-04-18,1622.0856236080265,746.8843975506365,577.4251044407303,1494.9504375855258,956.4823490558626,3703.4718050775973,1606.368186573624,568.2963869050328,1406.7876234681537,1130.3859867907838,990.6557508944129,5284.827861344831,1193.4448349378174,3656.7265161832865,5057.234457530968,19141.876860368335
2023-04-19,1622.6566986130263,761.3284278834202,593.8795792144131,1512.0280043824996,951.429415951704,3670.1907828208573,1597.6815555935732,568.2963869050328,1386.0121784784997,1096.7791514163773,957.7246269448809,5143.601935324068,1180.5717235626864,3494.3542209973043,4956.742771240771,18859.006042922847
2023-04-20,1648.3528016946268,772.5021258449565,604.4882415199169,1538.8052461763386,985.5561306015129,3705.7201931157842,1612.3987208867754,575.0583690455805,1420.5316297637014,1116.390617069234,957.1729485563937,5269.008062179485,1198.5879812141332,3472.448044716595,4989.947582708907,19304.447011490043
2023-04-21,1581.7193762760992,761.7070741558715,596.6160686588264,1521.0497324801295,977.6883041700622,3718.8450002221584,1643.3476357679674,600.9170062925808,1454.617005436491,1145.7336906043588,963.1012556697365,5269.008062179485,1193.8452896254742,3501.9639907658734,5116.25730463327,19493.0250333651
2023-04-24,1590.288732271977,755.3073376023447,587.6226167505861,1521.346262870772,965.959808584851,3754.9571525951505,1702.1848992266341,616.5728146880034,1439.656410165197,1160.900586660336,973.6642045367939,5269.008062179485,1176.7416802359749,3447.9017918753316,5157.351975644796,19510.141601544176
2023-04-25,1581.2062541526425,754.8452195116889,587.2224143655466,1524.7855587616416,965.4262035827132,3775.0773469675623,1692.9559317818691,611.2263756351455,1426.054945366337,1142.3745527949318,957.3840808644444,5195.401642235669,1145.1657903537775,3325.513086507344,5027.098427793159,19204.47741558381
2023-04-26,1533.0215465729798,742.9586955001578,578.1316284289328,1519.6546836885934,965.4519538041624,3744.1921053472884,1666.8524359683586,610.481719767871,1420.3471937453637,1114.71206769437,959.0968673027119,5307.5448140296,1143.7247997727557,3401.0002783120754,5121.201261255274,19150.372225624607
2023-04-27,1572.5745642154877,776.4825893136051,601.645107533242,1555.7165634923158,1000.7679263549867,3804.6719396325016,1663.705610658122,615.2374049027766,1412.587840973639,1127.9731076449764,961.3961227463047,5334.7520876463095,1152.102317294682,3435.877458183317,5180.815787795271,19497.231072268973
2023-04-28,1588.324715455311,792.4890647789907,597.3991503302809,1549.932667825991,1014.0530911149349,3760.8771908109848,1667.5271483873976,620.4287158262152,1404.1882023357755,1110.5373823022794,957.0239361263885,5370.335986134411,1152.037024099051,3452.295404813447,5186.564231415498,19514.257101051466
2023-05-01,1557.5852789307576,780.4532170478371,575.3383596879863,1543.217842273002,996.1999449069359,3783.5944869121763,1684.154341916168,633.2314098687457,1421.3926501077133,1119.6962322751815,939.3754602132384,5298.043031355404,1117.0531511190259,3448.5912465523465,5142.632017006711,19341.94267300419
2023-05-02,1580.7725035533447,781.8110390539172,567.8229063294064,1546.3101329504432,979.4566969409534,3738.7167569212857,1643.236213519082,619.7276986991889,1408.6901751932633,1086.3407525694731,946.8308120333005,5338.038602582782,1132.344369849417,3458.6685776809086,5054.625978033212,19167.60635945924
2023-05-03,1556.1568721955641,770.5489549546995,569.6865776368232,1537.879044742548,971.1523751145278,3710.8778843943746,1656.252265627583,614.2938319797602,1405.9103447889045,1086.7304170836658,941.6479155471395,5302.611287743747,1124.947034085142,3476.4424034251088,5037.348713268531,19072.632843733187
2023-05-04,1569.7607405703332,777.234948580744,586.2178378932695,1572.2433468038203,1014.2428808248641,3680.494750980992,1679.5557741988464,623.5451819972295,1424.8243186781183,1090.4921682176264,929.4381376761144,5296.041373248851,1120.4714409505714,3426.9164955409587,4923.893260400812,19319.182544219377
2023-05-05,1564.0193161735617,777.6517006710988,599.673926705859,1562.2383324519237,1021.0243800175559,3680.608924694695,1711.3543460180565,620.2659645460833,1408.6971821325808,1094.077336405381,952.3791278681385,5385.969897937199,1142.827381834745,3488.5313601093117,4899.69263028153,19500.621433530257
2023-05-08,1546.509737357405,758.3788259702665,591.2580105351509,1547.074266516277,1024.274904513049,3831.701968884384,1730.2013696494357,649.3771485351868,1452.055524949874,1129.2423122691487,951.2851151779543,5297.5770434712695,1156.4300417312922,3432.304465549403,4923.91411062937,19626.549682042663
2023-05-09,1542.6426910800924,755.8091039526229,583.4692534350328,1539.4520122093072,1012.6945934881516,3852.472825409644,1737.7074542817327,642.9128518615565,1440.6741182607666,1123.2757217683863,933.3672135313072,5238.563715933462,1138.653881213118,3418.14587190216,4934.742493819034,19412.26522746175
2023-05-10,1539.4082322709644,752.0764723854812,589.0002525078843,1546.405165155045,1029.3944932867144,3762.6318602319384,1704.144326400058,620.9732447982598,1401.5577490497963,1109.462969791585,932.7656558433955,5372.685126492781,1145.4728404490547,3415.746928637061,4911.041814057523,19296.01643690471
2023-05-11,1543.8745214824437,739.0839316100213,580.7882536171288,1542.668893587645,992.0622545519858,3828.811116051043,1679.978239451474,616.9132183595432,1392.086592467201,1102.0634210526653,942.0223377586908,5357.399548671088,1125.230354715921,3415.009254443272,4739.4063822054895,19059.59280184145
2023-05-12,1547.3880530163638,758.0725555949821,579.1619824503179,1559.5145600789979,1014.5890339108182,3777.658376513095,1726.2828984090363,612.2519195933943,1410.3469444469201,1158.4781428075396,927.096802286293,5384.389703033911,1138.0748918432805,3379.1320366489063,4710.660304767997,19238.606797240078
2023-05-15,1556.5611462177305,759.2790837844211,579.7347969275006,1551.1785402118423,1028.168792188728,3744.619667339309,1698.5434694940245,608.2375706273522,1387.8820510302096,1120.149938796026,952.066704622337,5506.255886022987,1132.7484739290703,3445.6558463653496,4801.95168236037,19262.40049475263
2023-05-16,1557.7382678742367,763.968024850696,585.9710414261729,1548.9932877802307,1038.4451769601874,3731.34243380851,1708.7365405089033,606.2149349449013,1363.821158775041,1134.657481301181,968.400019548702,5578.812677093699,1142.4437946649662,3597.2435679533,4801.95168236037,19433.8048040371
